,language,russian_ipa_segments,target_ipa_segments,count,corresponding_target_ipa
1259,Godoberi,k,kʲ',8,"[""j-a-ʃ-'i-kʲ'-i"", ""kʲ'-'a-p-i-l-i"", ""m-a-r-kʲ'-'a"", ""n-a-tʃ-'a-l-0-i-kʲ'-i"", ""p-'e-ʃ-kʲ'-a"", ""tʃ-'a-j-n-i-kʲ'-i"", ""tʃ-a-0-n-'i-kʲ'-i"", ""χ-a-l-a-d-'i-0-n-i-kʲ'-i""]"
1260,Godoberi,k,q,3,"[""q-a-r-'a-w-u-l"", ""q-a-b-'a-n"", ""q-a-r-'a-w-u-l""]"
1261,Godoberi,k,q',3,"[""b-a-ʃ-l-'i-q'"", ""p-a-ʃ-i-l-'i-q'-i"", ""p-a-ʃ-m-'a-q'-i""]"
1262,Godoberi,k,χ,5,"[""t-'o-χ-t-o-r"", ""sː-'o-t-i-χ-i"", ""t-'o-χ-t-o-r"", ""t-a-r-'a-χ-t-u-r"", ""t-a-r-a-χ-t-a-r-'i-s-t""]"
1263,Godoberi,kʲ,kʲ,15,"[""b-a-ʃ-kʲ-'i-r"", ""b-a-ʃ-kʲ-'i-r"", ""b-a-ʃ-kʲ-'i-r"", ""kʲ-i-t-'a-j"", ""kʲ-i-t-'a-j"", ""kʲ-i-t-'a-j"", ""b-a-n-kʲ-'e-t-i"", ""kʲ-i-l-'o"", ""kʲ-i-l-a-m-'e-t-r-a"", ""kʲ-i-n-'o"", ""kʲ-i-r-p-'i-tʃ-i"", ""n-'i-kʲ-i-l"", ""p-a-t-'i-n-kʲ-a"", ""r-a-kʲ-'e-t-a"", ""t-u-r-kʲ-'i""]"
1264,Godoberi,l,0,1,"[""m-a-t-a-ts-'i-kʲ-0-i""]"
1265,Godoberi,l,l,76,"[""a-l-ʒ-'i-r"", ""a-l-ʒ-'i-r"", ""a-l-ʒ-'i-r"", ""b-a-l-ɡ-'a-r"", ""b-a-l-ɡ-'a-r"", ""b-a-l-ɡ-'a-r"", ""b-e-l-a-r-'u-s"", ""b-e-l-a-r-'u-s"", ""b-e-l-a-r-'u-s"", ""l-a-t-'i-ʃ"", ""l-a-t-'i-ʃ"", ""l-a-t-'i-ʃ"", 'l-i-ʒ-a', ""m-a-l-d-a-w-'a-n"", ""m-a-l-d-a-w-'a-n"", ""m-a-l-d-a-w-'a-n"", ""m-a-n-ɡ-'o-l"", ""m-a-n-ɡ-'o-l"", ""m-a-n-ɡ-'o-l"", ""q-a-r-'a-w-u-l"", ""χ-i-n-a-l-'u-ɡ"", ""χ-i-n-a-l-'u-ɡ"", ""χ-i-n-a-l-'u-ɡ"", ""a-d-i-j-'a-l-0"", ""a-d-i-k-a-l-'u-n"", ""a-dː-'e-l"", ""a-j-r-u-p-a-l-'a-n"", ""a-l-m-'a-s-i"", ""a-l-p-'a-w-i-t-i"", ""b-a-k-l-a-ʒ-'a-n"", ""b-a-l-a-l-'e-j-kʲ-a"", ""b-a-l-a-l-'e-j-kʲ-a"", ""b-a-ʃ-l-'i-q'"", ""d-a-k-l-'a-d-i"", ""d-a-k-l-'a-d-tʃ-i-0"", ""i-s-kʲ-a-l-'a-t-i"", ""i-s-l-a-w-'a-r"", ""k-a-l-'a-s-i"", ""k-u-l-'u-b-u"", ""kʲ-a-l-'a-s"", ""kʲ-a-l-'u-ʃ-a"", ""kʲ-a-l-χ-'o-z-n-i-kʲ-i"", ""kʲ-a-l-χ-'u-z-u"", ""kʲ-a-n-'i-k-u-l-0"", ""kʲ-i-l-'o"", ""kʲ-i-l-a-m-'e-t-r-a"", ""l-'a-ɡʲ-i-r-i"", ""l-'a-kʲ-i"", ""l-a-t-a-r-'e-0-0"", ""m-a-r-k'-a-l-'a-ʃ-k-a"", ""n-a-l-'o-ɡ-u"", ""o-k-'o-l"", ""p-'o-d-k-a-l-a-s-i"", ""p-a-l-'a-n"", ""p-a-l-'a-sː-a"", ""p-a-l-'a-ʃː-i"", ""p-a-l-'a-t-a"", ""p-a-l-a-t-'e-n-ts-a"", ""p-a-ʃ-i-l-'i-q'-i"", ""p-a-w-'i-d-l-a"", ""p-e-r-'e-d-k-a-l-χ-u-z-u"", ""p-u-d-b-'o-l"", ""q-a-r-'a-w-u-l"", ""r-a-j-i-s-p-'a-l-k-u-m"", ""s-a-l-'a-t-i"", ""s-a-l-d-'a-t-i"", ""s-a-m-a-s-w-'a-l"", ""s-i-l-'o-s"", ""ʃː-a-l-'a-ʒ-a"", ""ʃː-i-kʲ-a-l-'a-d-i"", ""t-'e-l-i"", ""t-a-r-a-l-'e-j-b-u-s-u"", ""u-k-'o-l"", ""w-a-ɡ-z-'a-l"", ""χ-a-l-a-d-'i-0-n-i-kʲ'-i"", ""χ-a-l-ʕ-'a-t-i""]"
1266,Godoberi,l,r,5,"[""n-a-s-'i-r-kʲ-a"", ""p-a-s-'i-r-kʲ-a"", ""tʃ-a-r-m-'a"", ""u-s-t-'u-r"", ""u-ʃ-k-'u-r-0""]"
1267,Godoberi,lʲ,0,1,"[""χ-a-l-a-d-'i-0-n-i-kʲ'-i""]"
1268,Godoberi,lʲ,l,57,"[""ɡ-a-l-i-p-'e"", ""i-t-'a-l-i-j-a"", 'i-t-a-l-i-j-a', 'i-t-a-l-i-j-a', ""l-e-z-ɡʲ-'i-n"", ""l-e-z-ɡʲ-'i-n"", ""l-e-z-ɡʲ-'i-n"", ""l-e-z-ɡʲ-'i-n"", 'l-e-z-ɡʲ-i-n', ""p-e-w-r-'a-l"", ""u-tʃ-'i-t-i-l"", ""a-dː-e-l-'e-n-i-j-a"", ""a-p-r-'e-l"", ""a-r-t-'e-l"", ""a-t-l-'i-tʃ-n-i-k"", ""b-a-l-n-'i-ts-a"", ""b-a-l-ʃ-i-w-'i-k"", ""b-e-l-'e-t-i"", ""b-u-r-tsː-'i-l-o-z"", ""d-e-l-e-ɡ-'a-t"", ""d-e-l-e-ɡ-'a-ts-i-j-a"", ""e-l-'e-k-t-r-o-s-t-a-n-ts-i-0-0"", ""ɡ-a-l-i-p-'e"", ""kʲ-a-n-s-'i-l-a-r-0-0-0"", ""kʲ-i-l-i-j-'o-n-k-a"", ""kʲ'-'a-p-i-l-i"", ""l-'i-t-r-a"", ""l-'o-tʃ-i-k"", ""l-e-z-ɡʲ-'i-n-kʲ-a"", ""l-i-t-i-r-a-t-'u-r-a"", ""m-i-d-'a-l"", ""m-i-l-'i-ts-i-0-0"", ""m-i-l-l-i-'o-n"", 'm-i-l-l-i-a-r-d', ""n-'i-kʲ-i-l"", ""n-a-tʃ-'a-l-0-i-kʲ'-i"", ""p-'e-l-ʃ-e-r"", ""p-'i-s-k-u-l-t-u-r-a"", ""p-a-l-t-'u"", ""p-a-r-a-w-l-'e-n-i-0-0"", ""p-e-w-r-'a-l"", ""p-i-r-0-s-i-d-'a-t-i-l"", ""p-o-ʃ-t-a-l-i-'o-n"", ""p-u-l-i-m-'o-t-i"", 'r-e-w-a-l-u-ts-i-0-0', 'r-e-w-a-l-u-ts-i-0-0', ""s-'e-l-s-a-w-e-t-i"", 's-a-m-a-l-j-o-t-i', ""ʃ-i-n-'e-l"", ""t-e-l-e-ɡ-r-'a-m-m-a"", ""t-e-l-i-p-'o-n"", ""t-e-l-i-w-'i-z-o-r"", ""t-u-p-l-'i"", ""u-tʃ-'i-t-i-l"", ""u-tʃ-'i-t-i-l-n-i-ts-a"", ""w-a-z-i-l-'i-n"", ""z-a-m-i-s-d-'a-t-i-l""]"
1269,Godoberi,m,m,70,"[""a-ɡ-r-a-n-'o-m"", ""a-m-e-r-i-k-'a-n"", ""a-m-e-r-i-k-'a-n"", ""a-m-e-r-i-k-'a-n"", ""m-a-l-d-a-w-'a-n"", ""m-a-l-d-a-w-'a-n"", ""m-a-l-d-a-w-'a-n"", ""m-a-n-ɡ-'o-l"", ""m-a-n-ɡ-'o-l"", ""m-a-n-ɡ-'o-l"", ""m-a-r-'i-j-0-ts"", ""m-a-r-'i-j-0-ts"", ""m-a-r-'i-j-0-ts"", ""r-u-m-'i-n"", ""r-u-m-'i-n"", ""r-u-m-'i-n"", ""ʃ-'a-χ-m-a-t-a"", ""u-d-m-'u-r-t"", ""u-d-m-'u-r-t"", ""u-d-m-'u-r-t"", ""a-ɡ-r-a-n-'o-m"", ""a-l-m-'a-s-i"", ""a-w-t-a-m-'a-t-i"", ""ɡʲ-a-r-'a-m"", ""k-a-m-b-'a-j-n-a"", ""k-a-s-t-'u-m"", ""kʲ-a-r-m-'i-k-o-r-m-a"", ""kʲ-a-s-t-'u-m"", ""m-'a-j-kʲ-a"", ""m-'a-z-i"", ""m-a-ɡ-n-i-t-a-p-'o-n"", 'm-a-j', ""m-a-r-ɡ-a-r-'i-n"", ""m-a-r-kʲ'-'a"", ""m-a-r-m-'a-r"", ""m-a-r-m-'a-r"", 'm-a-r-ʃ', 'm-a-r-t', ""m-a-ʁ-a-r-'i-tʃ"", ""m-a-sː-'a-ʒ-i"", ""m-a-ʃ-'i-n-a"", ""m-a-ʃ-'i-n-kʲ-a"", ""m-a-t-'o-r"", ""m-a-t-'u-ʃ-kʲ-a"", ""m-a-t-a-ts-'i-kʲ-0-i"", ""n-'o-r-m-a"", ""p-'e-r-m-a"", ""p-'o-r-m-a"", ""p-a-ʃ-m-'a-q'-i"", ""r-'u-m-kʲ-a"", ""r-a-j-i-s-p-'a-l-k-u-m"", ""r-a-j-k-'u-m"", ""r-a-j-m-'a-ɡ"", ""s-'u-m-kʲ-a"", 's-a-m-a-l-j-o-t-i', ""s-a-m-a-s-w-'a-l"", ""s-a-m-a-w-'a-r"", ""ʃ-a-m-p-'a-n-s-kʲ-i-0-0"", ""ʃ-a-m-p-'u-n"", ""t-a-m-'a-t-i"", ""t-a-r-a-m-w-'a-j"", ""t-e-l-e-ɡ-r-'a-m-m-a"", ""t-e-l-e-ɡ-r-'a-m-m-a"", 't-e-m-p-i-r-a-t-u-r-a', ""tʃ-a-r-m-'a"", ""tʃ-e-m-p-i-'o-n"", ""tʃ-e-m-p-i-o-n-'a-t-i"", ""u-n-i-w-e-r-m-'a-ɡʲ-i"", ""z-a-j-'i-m"", ""χ-u-r-'u-m""]"
1270,Godoberi,m,r,1,"[""kʲ-a-r-m-'i-k-o-r-m-a""]"
1271,Godoberi,mʲ,m,26,"[""e-r-m-'e-n-i-j-a"", ""e-r-m-'e-n-i-j-a"", ""e-r-m-'e-n-i-j-a"", ""n-'e-m-0-ts"", ""n-'e-m-0-ts"", ""n-'e-m-0-ts"", ""t-u-r-k-m-'e-n"", ""t-u-r-k-m-'e-n"", ""t-u-r-k-m-'e-n"", ""a-r-i-p-m-'e-t-i-k-a"", ""d-a-k-u-m-'e-n-t-i"", ""d-a-m-i-n-'o"", ""i-k-z-'a-m-i-n"", ""kʲ-i-l-a-m-'e-t-r-a"", ""m-i-d-'a-l"", ""m-i-l-'i-ts-i-0-0"", ""m-i-l-l-i-'o-n"", 'm-i-l-l-i-a-r-d', ""m-i-n-'i-s-t-i-r"", ""m-i-n-'u-t-i"", ""n-u-m-'i-r"", ""p-a-m-i-d-'o-r"", ""p-u-l-i-m-'o-t-i"", ""s-'i-m-i-ʃ-kʲ-a"", ""sː-i-m-'i-0-t-i"", ""z-a-m-i-s-d-'a-t-i-l""]"
1272,Godoberi,n,0,2,"[""kʲ-i-r-'i-m-d-i-ʃ-i-0"", ""sː-i-m-'i-0-t-i""]"
1273,Godoberi,n,m,1,"[""kʲ-a-m-0-'i-t-i""]"
1274,Godoberi,n,n,124,"[""a-ɡ-r-a-n-'o-m"", ""a-m-e-r-i-k-'a-n"", ""a-m-e-r-i-k-'a-n"", ""a-m-e-r-i-k-'a-n"", ""a-s-a-t-'i-n"", ""a-s-a-t-'i-n"", ""a-s-a-t-'i-n"", ""i-n-d-'u-s"", ""i-n-d-'u-s"", ""i-n-d-'u-s"", ""i-n-ʒ-i-n-'e-r"", ""l-e-z-ɡʲ-'i-n"", ""l-e-z-ɡʲ-'i-n"", ""l-e-z-ɡʲ-'i-n"", ""l-e-z-ɡʲ-'i-n"", 'l-e-z-ɡʲ-i-n', ""m-a-l-d-a-w-'a-n"", ""m-a-l-d-a-w-'a-n"", ""m-a-l-d-a-w-'a-n"", ""m-a-n-ɡ-'o-l"", ""m-a-n-ɡ-'o-l"", ""m-a-n-ɡ-'o-l"", ""p-'i-n"", ""p-'i-n"", ""p-'i-n"", ""r-u-m-'i-n"", ""r-u-m-'i-n"", ""r-u-m-'i-n"", ""t-a-b-a-s-a-r-'a-n"", ""t-a-b-a-s-a-r-'a-n"", ""t-a-b-a-s-a-r-'a-n"", ""t-u-r-k-m-'e-n"", ""t-u-r-k-m-'e-n"", ""t-u-r-k-m-'e-n"", ""ts-i-ɡʲ-'a-n"", ""ts-i-ɡʲ-'a-n"", ""ts-i-ɡʲ-'a-n"", ""tʃ-a-tʃ-'a-n"", ""tʃ-a-tʃ-'a-n"", ""tʃ-a-tʃ-'a-n"", ""u-k-r-a-'i-n-a"", ""u-k-r-a-'i-n-a"", ""u-k-r-a-'i-n-a"", ""z-a-k-'u-n"", ""χ-i-n-a-l-'u-ɡ"", ""χ-i-n-a-l-'u-ɡ"", ""χ-i-n-a-l-'u-ɡ"", ""a-d-i-k-a-l-'u-n"", ""a-ɡ-r-a-n-'o-m"", ""a-j-r-u-p-a-l-'a-n"", ""a-w-'a-n-s-i"", ""b-'a-n-k-a"", ""b-'a-n-kʲ-a"", ""b-a-k-l-a-ʒ-'a-n"", ""b-a-l-n-'i-ts-a"", ""b-a-n-kʲ-'e-t-i"", ""b-i-n-z-'i-n"", ""b-i-n-z-'i-n"", ""b-i-t-'u-n"", ""d-a-k-u-m-'e-n-t-i"", ""d-a-m-i-n-'o"", ""d-i-w-'a-n"", ""d-i-ʒ-'u-r-n-i-0"", ""e-l-'e-k-t-r-o-s-t-a-n-ts-i-0-0"", ""i-k-z-'a-m-i-n"", ""i-n-t-e-r-n-'a-t-i"", ""i-n-t-e-r-n-'a-t-i"", ""i-n-ʒ-i-n-'e-r"", ""i-s-t-'a-kʲ-a-n"", ""i-s-t-'a-n-ts-i-j-a"", ""j-a-n-w-'a-r"", ""k-a-m-b-'a-j-n-a"", ""kʲ-a-n-d-i-d-'a-t-i"", ""kʲ-a-n-s-'i-l-a-r-0-0-0"", ""kʲ-a-n-s-'i-r-0"", ""kʲ-a-n-s-t-i-t-'u-ts-i-0-0"", ""kʲ-a-n-ts-'e-r-t-i"", ""kʲ-a-n-w-'e-r-t-i"", ""kʲ-a-r-t-'u-n"", ""kʲ-i-l-i-j-'o-n-k-a"", ""kʲ-i-n-'o"", ""l-e-z-ɡʲ-'i-n-kʲ-a"", ""m-a-ɡ-n-i-t-a-p-'o-n"", ""m-a-r-ɡ-a-r-'i-n"", ""m-a-ʃ-'i-n-a"", ""m-a-ʃ-'i-n-kʲ-a"", ""m-i-l-l-i-'o-n"", ""m-i-n-'u-t-i"", ""n-'o-r-m-a"", ""n-a-l-'o-ɡ-u"", ""n-a-s-'i-r-kʲ-a"", ""n-a-tʃ-'a-l-0-i-kʲ'-i"", ""n-u-m-'i-r"", ""p-'e-n-s-i-0-0"", ""p-'i-n-kʲ-a"", ""p-a-l-'a-n"", ""p-a-l-a-t-'e-n-ts-a"", ""p-a-n-'a-r-i-k"", 'p-a-n-oː-r', ""p-a-r-a-ts-'e-n-t-i"", ""p-a-t-'i-n-kʲ-a"", ""p-a-t-i-r-'o-n"", ""p-i-s-t'-'u-n"", ""p-o-ʃ-t-a-l-i-'o-n"", ""p-u-r-ɡ-'u-n"", ""p-u-r-ʒ-'i-n-a"", ""q-a-b-'a-n"", ""r-a-j-'o-n"", ""r-a-j-ts-'e-n-t-r-a"", ""r-e-z-'i-n-0"", ""r-e-z-'i-n-kʲ-a"", ""sː-a-n-a-t-'o-r-i-j-a"", ""sː-a-t-'i-n"", ""sː-i-k-'u-n-d-u"", ""sː-u-k-u-n-'a"", ""ʃ-a-m-p-'a-n-s-kʲ-i-0-0"", ""ʃ-i-n-'e-l"", ""t-e-l-i-p-'o-n"", ""tʃ-e-m-p-i-'o-n"", ""tʃ-e-m-p-i-o-n-'a-t-i"", ""u-b-'o-r-n-i-0-0"", ""w-a-ɡ-'u-n"", ""w-a-z-i-l-'i-n"", ""z-a-k-'u-n""]"
1275,Godoberi,nʲ,0,1,"[""n-a-tʃ-'a-l-0-i-kʲ'-i""]"
1276,Godoberi,nʲ,n,47,"[""e-r-m-'e-n-i-j-a"", ""e-r-m-'e-n-i-j-a"", ""e-r-m-'e-n-i-j-a"", ""i-n-ʒ-i-n-'e-r"", ""i-s-p-'a-n-i-j-a"", ""i-s-p-'a-n-i-j-a"", ""i-s-p-'a-n-i-j-a"", ""j-a-p-u-n-'u-j-a"", ""j-a-p-u-n-'u-j-a"", ""j-a-p-u-n-'u-j-a"", ""n-'e-ɡ-r"", ""n-'e-ɡ-r"", ""n-'e-ɡ-r"", ""n-'e-m-0-ts"", ""n-'e-m-0-ts"", ""n-'e-m-0-ts"", ""p-i-a-n-'e-r"", ""a-dː-e-l-'e-n-i-j-a"", ""a-t-l-'i-tʃ-n-i-k"", ""i-n-ʒ-i-n-'e-r"", ""kʲ-a-l-χ-'o-z-n-i-kʲ-i"", ""kʲ-a-n-'i-k-u-l-0"", ""kʲ-i-n-'i-ʃ-kʲ-a"", ""m-a-ɡ-n-i-t-a-p-'o-n"", ""m-i-n-'i-s-t-i-r"", ""n-'i-kʲ-i-l"", ""p-a-n-'e-r-a"", ""p-a-r-'a-z-n-i-kʲ-i"", ""p-a-r-a-w-l-'e-n-i-0-0"", ""p-i-a-n-'e-r"", ""p-i-r-'a-n-i-kʲ-i"", ""p-o-r-'o-s-t-i-n-0"", ""r-a-s-p-i-s-'a-n-i-j-a"", ""s-a-r-ʒ-'e-n"", ""sː-a-b-r-'a-n-i-j-a"", ""sː-a-w-e-ʃː-'a-n-i-j-a"", ""ʃ-a-m-p-'u-n"", ""ʃː-i-p-a-n-0-'e-r"", ""t-'e-χ-n-i-kʲ-i"", ""t-u-r-n-'i-kʲ-i"", ""tʃ-'a-j-n-i-kʲ'-i"", ""tʃ-a-0-n-'i-kʲ'-i"", ""u-n-i-w-e-r-m-'a-ɡʲ-i"", ""u-n-i-w-e-r-s-i-t-'e-t-i"", ""u-tʃ-'i-t-i-l-n-i-ts-a"", ""u-tʃ-e-r-e-ʒ-d-'e-n-i-0-0"", ""χ-a-l-a-d-'i-0-n-i-kʲ'-i""]"
1277,Godoberi,p,b,1,"[""a-b-t-'e-k-a""]"
1278,Godoberi,p,m,1,"[""kʲ-i-r-'i-m-d-i-ʃ-i-0""]"
1279,Godoberi,p,p,56,"[""d-i-p-u-t-'a-t"", ""i-s-p-'a-n-i-j-a"", ""i-s-p-'a-n-i-j-a"", ""i-s-p-'a-n-i-j-a"", ""j-a-p-u-n-'u-j-a"", ""j-a-p-u-n-'u-j-a"", ""j-a-p-u-n-'u-j-a"", ""p-'o-w-a-r"", ""a-j-r-u-p-a-l-'a-n"", ""a-p-a-r-'a-t-i"", ""a-p-r-'e-l"", ""d-e-p-u-t-'a-t-i"", ""d-i-p-u-t-'a-t"", ""i-s-p-a-r-'a-w-kʲ-a"", ""k-u-r-p-'a"", ""kʲ-a-p-'u-s-t-a"", ""kʲ'-'a-p-i-l-i"", ""p-'a-r-t-a"", ""p-'a-s-p-u-r-t-u"", ""p-'a-s-p-u-r-t-u"", ""p-'e-ʃ-kʲ'-a"", ""p-'o-0-e-z-d-i"", ""p-'o-d-k-a-l-a-s-i"", ""p-'o-tʃ-0-u"", ""p-'o-w-a-r"", ""p-'u-n-t-u"", ""p-a-l-'a-n"", ""p-a-l-'a-sː-a"", ""p-a-l-'a-ʃː-i"", ""p-a-l-'a-t-a"", ""p-a-l-a-t-'e-n-ts-a"", ""p-a-l-t-'u"", ""p-a-m-i-d-'o-r"", ""p-a-p-'u-r-u-z-u"", ""p-a-r-'a-z-n-i-kʲ-i"", 'p-a-r-a-k-u-r-o-r', ""p-a-r-a-ʃ-'o-kʲ-i"", ""p-a-r-a-ʃ-'u-t"", ""p-a-r-a-ts-'e-n-t-i"", ""p-a-r-a-w-l-'e-n-i-0-0"", ""p-a-s-'i-r-kʲ-a"", ""p-a-t-i-r-'o-n"", ""p-a-w-'i-d-l-a"", ""p-e-r-'e-d-k-a-l-χ-u-z-u"", ""p-i-r-'a-n-i-kʲ-i"", ""p-i-r-0-s-i-d-'a-t-i-l"", ""p-i-r-kʲ-'a-z-i"", ""p-i-s-'o-k-u"", ""p-o-r-'o-s-t-i-n-0"", ""p-o-ʃ-t-a-l-i-'o-n"", ""p-u-l-i-m-'o-t-i"", ""p-u-r-ʒ-'i-n-a"", ""r-a-j-i-s-p-'a-l-k-u-m"", ""r-e-ts-'e-p-t-i"", ""ʃ-a-m-p-'a-n-s-kʲ-i-0-0"", ""ʃ-a-m-p-'u-n""]"
1280,Godoberi,pʲ,b,1,"[""i-s-i-b-'i-ʃ-kʲ-a""]"
1281,Godoberi,pʲ,p,19,"[""p-'e-r-s"", ""p-'e-r-s"", ""p-'e-r-s"", ""p-i-a-n-'e-r"", ""kʲ-e-p-'e-0-kʲ-i"", ""kʲ-i-r-p-'i-tʃ-i"", ""p-'e-n-s-i-0-0"", ""p-'e-r-u"", ""p-'e-tʃ-i"", ""p-a-p-'u-r-u-z-u"", ""p-i-a-n-'e-r"", ""p-i-n-ʒ-'a-kʲ-i"", ""p-i-s-t'-'u-n"", ""p-i-tʃ-'a-t-i"", ""r-a-s-p-'i-s-kʲ-a"", ""r-a-s-p-i-s-'a-n-i-j-a"", 't-e-m-p-i-r-a-t-u-r-a', ""tʃ-e-m-p-i-'o-n"", ""tʃ-e-m-p-i-o-n-'a-t-i""]"
1282,Godoberi,r,0,1,"[""kʲ-a-0-t-'u-ʃ-kʲ-a""]"
1283,Godoberi,r,a,1,"[""m-a-r-m-'a-r""]"
