ratio_of_changes,language,glottocode,lemma,pos,reference,meaning_ru,ipa_comparison,russian_ipa_comparison,metathesis,problems
0.9411764705882353,Botlikh,botl1242,ги́ра,noun,"Alekseev, Azayev 2019",гиря,g-'i-r-a,gʲ-'i-r-a,,
0.9411764705882353,Botlikh,botl1242,го́спитал,noun,"Alekseev, Azayev 2019",госпиталь,g-'o-s-p-i-t-a-l,g-'o-s-pʲ-i-t-a-lʲ,,
0.9411764705882353,Bagvalal,bagv1239,ДÁ̄МА,,Magomedova 2004,дамка,d-'a:-m-a,d-'a-m-a,,
0.9411764705882353,Chamalal,cham1309,ДУХЬИ́,noun IV,Magomedova 1999,духи,d-u-x-'i,d-u-xʲ-'i,,
0.9411764705882353,Botlikh,botl1242,жури́,noun,"Alekseev, Azayev 2019",жюри,ᴣ-u-r-'i,ᴣ-u-rʲ-'i,,
0.9411764705882353,Botlikh,botl1242,ири́с,noun,"Alekseev, Azayev 2019",ирим,i-r-'i-s,i-rʲ-'i-s,,
0.9411764705882353,Bagvalal,bagv1239,ИЙ́УЛБО̄С̄I,,Magomedova 2004,июль,i-j-'u-l,i-j-'u-lʲ,,
0.9411764705882353,Botlikh,botl1242,ийу́л,noun,"Alekseev, Azayev 2019",июль,i-j-'u-l,i-j-'u-lʲ,,
0.9411764705882353,Bagvalal,bagv1239,ИЙ́УНБО̄С̄I,,Magomedova 2004,июнь,i-j-'u-n,i-j-'u-nʲ,,
0.9411764705882353,Botlikh,botl1242,ийу́н,noun,"Alekseev, Azayev 2019",июнь,i-j-'u-n,i-j-'u-nʲ,,
0.9411764705882353,Botlikh,botl1242,калинда́р,noun,"Alekseev, Azayev 2019",календарь,k-a-l-i-n-d-'a-r,k-a-lʲ-i-n-d-'a-rʲ,,
0.9411764705882353,Botlikh,botl1242,калинда́р,noun,"Saidova, Abusov 2012",календарь,k-a-l-i-n-d-'a-r,k-a-lʲ-i-n-d-'a-rʲ,,
0.9411764705882353,Akhvakh,akhv1239,кило',noun,"Magomedova, Abdulayeva 2007",килограмм,k-i-l-'o,kʲ-i-l-'o,,
0.9411764705882353,Botlikh,botl1242,кил/о́,noun,"Saidova, Abusov 2012",килограмм,k-i-l-'o,kʲ-i-l-'o,,
0.9411764705882353,Botlikh,botl1242,кило́,noun,"Alekseev, Azayev 2019",килограмм,k-i-l-'o,kʲ-i-l-'o,,
0.9411764705882353,Botlikh,botl1242,кино́,noun,"Alekseev, Azayev 2019",кинотеатр,k-i-n-'o,kʲ-i-n-'o,,
0.9411764705882353,Botlikh,botl1242,купа́лник,noun,"Alekseev, Azayev 2019",купальник,k-u-p-'a-l-n-i-k,k-u-p-'a-lʲ-nʲ-i-k,,
0.9411764705882353,Botlikh,botl1242,лино́лиум,noun,"Alekseev, Azayev 2019",линолеум,l-i-n-'o-l-i-u-m,lʲ-i-n-'o-lʲ-i-u-m,,
0.9411764705882353,Botlikh,botl1242,ли́па,noun,"Alekseev, Azayev 2019",липа,l-'i-p-a,lʲ-'i-p-a,,
0.9411764705882353,Botlikh,botl1242,ми́на,noun,"Alekseev, Azayev 2019",мина,m-'i-n-a,mʲ-'i-n-a,,
0.9411764705882353,Bagvalal,bagv1239,МАТАЦ́ИК,,Magomedova 2004,мотоцикл,m-a-t-a-ts-'i-k-0,m-a-t-a-ts-'i-k-l,,
0.9411764705882353,Botlikh,botl1242,матаци́к,noun,"Saidova, Abusov 2012",мотоцикл,m-a-t-a-ts-'i-k-0,m-a-t-a-ts-'i-k-l,,
0.9411764705882353,Botlikh,botl1242,пажа́рникI,noun,"Alekseev, Azayev 2019",пожарник,p-a-ᴣ-'a-r-n-i-k',p-a-ᴣ-'a-r-nʲ-i-k,,
0.9411764705882353,Botlikh,botl1242,пали́тика,noun,"Alekseev, Azayev 2019",политика,p-a-l-'i-t-i-k-a,p-a-lʲ-'i-tʲ-i-k-a,,
0.9411764705882353,Botlikh,botl1242,параце́нт,noun,"Alekseev, Azayev 2019",процент,p-a-r-a-ts-'e-n-t,p-0-r-a-ts-'e-n-t,,
0.9411764705882353,Botlikh,botl1242,параце́нт,noun,"Saidova, Abusov 2012",процент,p-a-r-a-ts-'e-n-t,p-0-r-a-ts-'e-n-t,,
0.9411764705882353,Botlikh,botl1242,пуре́,noun,"Alekseev, Azayev 2019",пюре,p-u-r-'e,pʲ-u-r-'e,,
0.9411764705882353,Godoberi,ghod1238,РАСПИ́СКЯ,,Saidova 2006,расписка,r-a-s-p-'i-s-kʲ-a,r-a-s-pʲ-'i-s-k-a,,
0.9411764705882353,Akhvakh,akhv1239,буро',noun,"Magomedova, Abdulayeva 2007",сверло,b-u-r-'o,bʲ-u-r-'o,,
0.9411764705882353,Bagvalal,bagv1239,̄СÓДА/̄С́УДА,,Magomedova 2004,сода,s:-'o-d-a,s-'o-d-a,,
0.9411764705882353,Botlikh,botl1242,ссо́да,noun,"Alekseev, Azayev 2019",сода,s:-'o-d-a,s-'o-d-a,,
0.9411764705882353,Botlikh,botl1242,ссо́да,noun,"Saidova, Abusov 2012",сода,s:-'o-d-a,s-'o-d-a,,
0.9411764705882353,Botlikh,botl1242,то́на,,"Alekseev, Azayev 2019",тонна,t-'o-n-a,t-'o-n:-a,,
0.9411764705882353,Botlikh,botl1242,учот,,"Alekseev, Azayev 2019",учёт,u-tʃ-o-t,u-tʃ-'o-t,,
0.9411764705882353,Botlikh,botl1242,кино́,noun,"Alekseev, Azayev 2019",фильм,k-i-n-'o,kʲ-i-n-'o,,
0.9411764705882353,Botlikh,botl1242,иле́ктрик,,"Alekseev, Azayev 2019",электрик,i-l-'e-k-t-r-i-k,i-lʲ-'e-k-t-rʲ-i-k,,
0.9433962264150944,Botlikh,botl1242,малалитра́жни,,"Alekseev, Azayev 2019",малолитражный,m-a-l-a-l-i-t-r-'a-ᴣ-n-i-0,m-a-l-a-lʲ-i-t-r-'a-ᴣ-n-i-j,,
0.9444444444444444,Botlikh,botl1242,загато́вка,noun,"Alekseev, Azayev 2019",заготовка,z-a-g-a-t-'o-w-k-a,z-a-g-a-t-'o-f-k-a,,
0.9444444444444444,Botlikh,botl1242,канду́ктор,noun,"Alekseev, Azayev 2019",кондуктор,k-a-n-d-'u-k-t-o-r,k-a-n-d-'u-k-t-a-r,,
0.9444444444444444,Bagvalal,bagv1239,АТЛ́ИЧНИК,noun,Magomedova 2004,отличник,a-t-l-'i-tʃ-n-i-k,a-t-lʲ-'i-tʃ-nʲ-i-k,,
0.9444444444444444,Botlikh,botl1242,атли́чник,noun,"Saidova, Abusov 2012",отличник,a-t-l-'i-tʃ-n-i-k,a-t-lʲ-'i-tʃ-nʲ-i-k,,
0.9444444444444444,Godoberi,ghod1238,АТЛИ́ЧНИК,noun,Saidova 2006,отличник,a-t-l-'i-tʃ-n-i-k,a-t-lʲ-'i-tʃ-nʲ-i-k,,
0.9444444444444444,Botlikh,botl1242,патронта́ш,noun,"Alekseev, Azayev 2019",патронташ,p-a-t-r-o-n-t-'a-ʃ,p-a-t-r-a-n-t-'a-ʃ,,
0.9444444444444444,Botlikh,botl1242,паласма́са,noun,"Alekseev, Azayev 2019",пластмасса,p-a-l-a-s-m-'a-s-a,p-0-l-a-s-m-'a-s-a,,
0.9444444444444444,Botlikh,botl1242,парагра́ма,noun,"Alekseev, Azayev 2019",программа,p-a-r-a-g-r-'a-m-a,p-0-r-a-g-r-'a-m-a,,
0.9444444444444444,Botlikh,botl1242,паракуро́р,noun,"Alekseev, Azayev 2019",прокурор,p-a-r-a-k-u-r-'o-r,p-0-r-a-k-u-r-'o-r,,
0.9444444444444444,Botlikh,botl1242,растара́та,noun,"Alekseev, Azayev 2019",растрата,r-a-s-t-a-r-'a-t-a,r-a-s-t-0-r-'a-t-a,,
0.9444444444444444,Botlikh,botl1242,растара́та,noun,"Saidova, Abusov 2012",растрата,r-a-s-t-a-r-'a-t-a,r-a-s-t-0-r-'a-t-a,,
0.9444444444444444,Godoberi,ghod1238,РАСТАРÁТА,,Saidova 2006,растрата,r-a-s-t-a-r-'a-t-a,r-a-s-t-0-r-'a-t-a,,
0.9473684210526315,Botlikh,botl1242,абтару́чка,noun,"Saidova, Abusov 2012",авторучка,a-b-t-a-r-'u-tʃ-k-a,a-f-t-a-r-'u-tʃ-k-a,,
0.9473684210526315,Botlikh,botl1242,автару́чка,noun,"Alekseev, Azayev 2019",авторучка,a-w-t-a-r-'u-tʃ-k-a,a-f-t-a-r-'u-tʃ-k-a,,
0.9473684210526315,Karata-Tukita,kara1474,А'ЛМАС,,"Magomedova, Khalidova 2001","алмаз, стеклорез",a-l-m-a-s,a-l-m-'a-s,,
0.9473684210526315,Andi,andi1255,балон,,Salimov 2010,баллон,b-a-l-o-n,b-a-l-'o-n,,
0.9473684210526315,Andi,andi1255,банка,,Salimov 2010,банка,b-a-n-k-a,b-'a-n-k-a,,
0.9473684210526315,Andi,andi1255,бомба,,Salimov 2010,бомба,b-o-m-b-a,b-'o-m-b-a,,
0.9473684210526315,Andi,andi1255,булка,,Salimov 2010,булка,b-u-l-k-a,b-'u-l-k-a,,
0.9473684210526315,Botlikh,botl1242,гимнази́ст,noun,"Alekseev, Azayev 2019",гимназист,g-i-m-n-a-z-'i-s-t,gʲ-i-m-n-a-zʲ-'i-s-t,,
0.9473684210526315,Andi,andi1255,забор,,Salimov 2010,забор,z-a-b-o-r,z-a-b-'o-r,,
0.9473684210526315,Godoberi,ghod1238,КЯ́ССА,,Saidova 2006,касса,kʲ-'a-s:-a,k-'a-s:-a,,
0.9473684210526315,Botlikh,botl1242,кираси́нка,noun,"Alekseev, Azayev 2019",керосинка,k-i-r-a-s-'i-n-k-a,kʲ-i-r-a-sʲ-'i-n-k-a,,
0.9473684210526315,Andi,andi1255,майка,,Salimov 2010,майка,m-a-j-k-a,m-'a-j-k-a,,
0.9473684210526315,Botlikh,botl1242,матима́тик,noun,"Alekseev, Azayev 2019",математик,m-a-t-i-m-'a-t-i-k,m-a-tʲ-i-m-'a-tʲ-i-k,,
0.9473684210526315,Botlikh,botl1242,адде́л,noun,"Alekseev, Azayev 2019",отдел,a-d:-'e-l,a-dʲ:-'e-l,,
0.9473684210526315,Botlikh,botl1242,адде́л,noun,"Saidova, Abusov 2012",отдел,a-d:-'e-l,a-dʲ:-'e-l,,
0.9473684210526315,Godoberi,ghod1238,АДДÉЛ,noun,Saidova 2006,отдел,a-d:-'e-l,a-dʲ:-'e-l,,
0.9473684210526315,Bagvalal,bagv1239,АЧÓТ,noun,Magomedova 2004,отчет,a-tʃ-'o-t,a-tʃ:-'o-t,,
0.9473684210526315,Tindi,tind1238,АЧÓТ,noun,Magomedova 2003,отчет,a-tʃ-'o-t,a-tʃ:-'o-t,,
0.9473684210526315,Botlikh,botl1242,ачки́балъи,noun,"Alekseev, Azayev 2019",очки,a-tʃ-k-'i,a-tʃ-kʲ-'i,,
0.9473684210526315,Andi,andi1255,палатенца,,Salimov 2010,полотенце,p-a-l-a-t-e-n-ts-a,p-a-l-a-tʲ-'e-n-ts-a,,
0.9473684210526315,Botlikh,botl1242,радикули́т,,"Alekseev, Azayev 2019",радикулит,r-a-d-i-k-u-l-'i-t,r-a-dʲ-i-k-u-lʲ-'i-t,,
0.9473684210526315,Botlikh,botl1242,райце́нтр/а,noun,"Saidova, Abusov 2012",райцентр,r-a-j-ts-'e-n-t-r-a,r-a-j-ts-'e-n-t-r-0,,
0.9473684210526315,Godoberi,ghod1238,РАЙЦÉНТРА,,Saidova 2006,райцентр,r-a-j-ts-'e-n-t-r-a,r-a-j-ts-'e-n-t-r-0,,
0.9473684210526315,Bagvalal,bagv1239,̄САНАТÓРИЙ,,Magomedova 2004,санаторий,s:-a-n-a-t-'o-r-i-j,s-a-n-a-t-'o-rʲ-i-j,,
0.9473684210526315,Andi,andi1255,сациализм,,Salimov 2010,социализм,s-a-ts-i-a-l-i-z-m,s-a-ts-i-a-lʲ-'i-z-m,,
0.9473684210526315,Botlikh,botl1242,иста́нцийа,noun,"Saidova, Abusov 2012",станция,i-s-t-'a-n-ts-i-j-a,0-s-t-'a-n-ts-i-j-a,,
0.9473684210526315,Godoberi,ghod1238,ИСТÁНЦИЙА,,Saidova 2006,станция,i-s-t-'a-n-ts-i-j-a,0-s-t-'a-n-ts-i-j-a,,
0.9473684210526315,Andi,andi1255,талон,,Salimov 2010,талон,t-a-l-o-n,t-a-l-'o-n,,
0.95,Botlikh,botl1242,автамаши́на,noun,"Alekseev, Azayev 2019",автомашина,a-w-t-a-m-a-ʃ-'i-n-a,a-f-t-a-m-a-ʃ-'i-n-a,,
0.95,Botlikh,botl1242,гасти́ница,noun,"Alekseev, Azayev 2019",гостиница,g-a-s-t-'i-n-i-ts-a,g-a-s-tʲ-'i-nʲ-i-ts-a,,
0.95,Botlikh,botl1242,канцла́гер,noun,"Alekseev, Azayev 2019",концлагерь,k-a-n-ts-l-'a-g-e-r,k-a-n-ts-l-'a-gʲ-e-rʲ,,
0.95,Botlikh,botl1242,тарале́йбус,noun,"Alekseev, Azayev 2019",троллейбус,t-a-r-a-l-'e-j-b-u-s,t-0-r-a-l-'e-j-b-u-s,,
0.95,Botlikh,botl1242,тарале́йбус,noun,"Saidova, Abusov 2012",троллейбус,t-a-r-a-l-'e-j-b-u-s,t-0-r-a-l-'e-j-b-u-s,,
0.95,Botlikh,botl1242,ишпарга́лка,,"Alekseev, Azayev 2019",шпаргалка,i-ʃ-p-a-r-g-'a-l-k-a,0-ʃ-p-a-r-g-'a-l-k-a,,
0.9523809523809523,Bagvalal,bagv1239,АЛБÓМ,noun,Magomedova 2004,альбом,a-l-b-'o-m,a-lʲ-b-'o-m,,
0.9523809523809523,Botlikh,botl1242,албо́м,noun,"Alekseev, Azayev 2019",альбом,a-l-b-'o-m,a-lʲ-b-'o-m,,
0.9523809523809523,Botlikh,botl1242,арте́л,noun,"Alekseev, Azayev 2019",артель,a-r-t-'e-l,a-r-t-'e-lʲ,,
0.9523809523809523,Godoberi,ghod1238,БÁНКЯ,noun,Saidova 2006,банка,b-'a-n-kʲ-a,b-'a-n-k-a,,
0.9523809523809523,Chamalal,cham1309,БИ́РКА,noun III,Magomedova 1999,бирка,b-'i-r-k-a,bʲ-'i-r-k-a,,
0.9523809523809523,Botlikh,botl1242,дика́н,noun,"Alekseev, Azayev 2019",декан,d-i-k-'a-n,dʲ-i-k-'a-n,,
0.9523809523809523,Botlikh,botl1242,зе́бра,noun,"Alekseev, Azayev 2019",зебра,z-'e-b-r-a,zʲ-'e-b-r-a,,
0.9523809523809523,Botlikh,botl1242,игра́т игьи́,verb,"Alekseev, Azayev 2019",играть,i-g-r-'a-t,i-g-r-'a-tʲ,,
0.9523809523809523,Botlikh,botl1242,ка́бил,noun,"Alekseev, Azayev 2019",кабель,k-'a-b-i-l,k-'a-bʲ-i-l,,
0.9523809523809523,Botlikh,botl1242,капитали́зм,noun,"Alekseev, Azayev 2019",капитализм,k-a-p-i-t-a-l-'i-z-m,k-a-pʲ-i-t-a-lʲ-'i-z-m,,
0.9523809523809523,Botlikh,botl1242,капитали́ст,noun,"Alekseev, Azayev 2019",капиталист,k-a-p-i-t-a-l-'i-s-t,k-a-pʲ-i-t-a-lʲ-'i-s-t,,
0.9523809523809523,Godoberi,ghod1238,КЯ́РТА,,Saidova 2006,карта,kʲ-'a-r-t-a,k-'a-r-t-a,,
0.9523809523809523,Botlikh,botl1242,кио́ск,noun,"Alekseev, Azayev 2019",киоск,k-i-'o-s-k,kʲ-i-'o-s-k,,
0.9523809523809523,Botlikh,botl1242,кали́т,noun,"Alekseev, Azayev 2019",колит,k-a-l-'i-t,k-a-lʲ-'i-t,,
0.9523809523809523,Botlikh,botl1242,камплиме́нт,noun,"Alekseev, Azayev 2019",комплимент,k-a-m-p-l-i-m-'e-n-t,k-a-m-p-lʲ-i-mʲ-'e-n-t,,
0.9523809523809523,Botlikh,botl1242,каро́л,noun,"Alekseev, Azayev 2019",король,k-a-r-'o-l,k-a-r-'o-lʲ,,
0.9523809523809523,Botlikh,botl1242,ларёк,noun,"Alekseev, Azayev 2019",ларёк,l-a-rʲ-o-k,l-a-rʲ-'o-k,,
0.9523809523809523,Botlikh,botl1242,ле́йка,noun,"Alekseev, Azayev 2019",лейка,l-'e-j-k-a,lʲ-'e-j-k-a,,
0.9523809523809523,Botlikh,botl1242,ле́нта,noun,"Alekseev, Azayev 2019",лента,l-'e-n-t-a,lʲ-'e-n-t-a,,
0.9523809523809523,Botlikh,botl1242,личе́бница,noun,"Alekseev, Azayev 2019",лечебница,l-i-tʃ-'e-b-n-i-ts-a,lʲ-i-tʃ-'e-b-nʲ-i-ts-a,,
0.9523809523809523,Botlikh,botl1242,лимо́н,noun,"Alekseev, Azayev 2019",лимон,l-i-m-'o-n,lʲ-i-m-'o-n,,
0.9523809523809523,Botlikh,botl1242,литирату́ра,noun,"Alekseev, Azayev 2019",литература,l-i-t-i-r-a-t-'u-r-a,lʲ-i-tʲ-i-r-a-t-'u-r-a,,
0.9523809523809523,Botlikh,botl1242,литирату́ра,noun,"Saidova, Abusov 2012",литература,l-i-t-i-r-a-t-'u-r-a,lʲ-i-tʲ-i-r-a-t-'u-r-a,,
0.9523809523809523,Godoberi,ghod1238,ЛИТИРАТУ́РА,,Saidova 2006,литература,l-i-t-i-r-a-t-'u-r-a,lʲ-i-tʲ-i-r-a-t-'u-r-a,,
0.9523809523809523,Godoberi,ghod1238,МÁЙКЯ,,Saidova 2006,майка,m-'a-j-kʲ-a,m-'a-j-k-a,,
0.9523809523809523,Botlikh,botl1242,мала́р,noun,"Alekseev, Azayev 2019",маляр,m-a-l-'a-r,m-a-lʲ-'a-r,,
0.9523809523809523,Bagvalal,bagv1239,МÁРКIА,,Magomedova 2004,марка,m-'a-r-k'-a,m-'a-r-k-a,,
0.9523809523809523,Botlikh,botl1242,ма́ркIа,noun,"Alekseev, Azayev 2019",марка,m-'a-r-k'-a,m-'a-r-k-a,,
0.9523809523809523,Botlikh,botl1242,ма́ркIа,noun,"Saidova, Abusov 2012",марка,m-'a-r-k'-a,m-'a-r-k-a,,
0.9523809523809523,Godoberi,ghod1238,АРТÉЛ,noun,Saidova 2006,мастерская,a-r-t-'e-l,a-r-t-'e-lʲ,,
0.9523809523809523,Botlikh,botl1242,мужи́кI,noun,"Alekseev, Azayev 2019",мужик,m-u-ᴣ-'i-k',m-u-ᴣ-'i-k,,
0.9523809523809523,Botlikh,botl1242,музе́й,noun,"Alekseev, Azayev 2019",музей,m-u-z-'e-j,m-u-zʲ-'e-j,,
0.9523809523809523,Bagvalal,bagv1239,ПÉШКIА,,Magomedova 2004,ничего не стоящий человек,p-'e-ʃ-k'-a,p-'e-ʃ-k-a,,
0.9523809523809523,Botlikh,botl1242,пе́шкIа,noun,"Saidova, Abusov 2012",ничего не стоящий человек,p-'e-ʃ-k'-a,p-'e-ʃ-k-a,,
0.9523809523809523,Botlikh,botl1242,но́мир,noun,"Saidova, Abusov 2012",номер,n-'o-m-i-r,n-'o-mʲ-i-r,,
0.9523809523809523,Botlikh,botl1242,но́мир,noun,"Saidova, Abusov 2012",номерок,n-'o-m-i-r,n-'o-mʲ-i-r,,
0.9523809523809523,Botlikh,botl1242,акиа́н,noun,"Alekseev, Azayev 2019",океан,a-k-i-'a-n,a-kʲ-i-'a-n,,
0.9523809523809523,Karata-Tukita,kara1474,ПАЛА'С¯,,"Magomedova, Khalidova 2001",палас,p-a-l-'a-s:,p-a-l-'a-s,,
0.9523809523809523,Botlikh,botl1242,палт/о́,noun,"Saidova, Abusov 2012",пальто,p-a-l-t-'o,p-a-lʲ-t-'o,,
0.9523809523809523,Tindi,tind1238,ПÀРЧА¹,,Magomedova 2003,парча,p-a-r-tʃ-a,p-a-r-tʃ-'a,,
0.9523809523809523,Botlikh,botl1242,пиро́к,noun,"Alekseev, Azayev 2019",пирог,p-i-r-'o-k,pʲ-i-r-'o-k,,
0.9523809523809523,Botlikh,botl1242,пиро́к,noun,"Saidova, Abusov 2012",пирог,p-i-r-'o-k,pʲ-i-r-'o-k,,
0.9523809523809523,Bagvalal,bagv1239,ПÓШТА,,Magomedova 2004,почта,p-'o-ʃ-t-a,p-'o-tʃ-t-a,,
0.9523809523809523,Botlikh,botl1242,растара́чик,,"Alekseev, Azayev 2019",растратчик,r-a-s-t-a-r-'a-tʃ-i-k,r-a-s-t-0-r-'a-tʃ-i-k,,
0.9523809523809523,Chamalal,cham1309,РАЩОТ,noun III,Magomedova 1999,расчет,r-a-ʃ:-o-t,r-a-ʃ:-'o-t,,
0.9523809523809523,Botlikh,botl1242,ре́йк/а,noun,"Saidova, Abusov 2012",рейка,r-'e-j-k-a,rʲ-'e-j-k-a,,
0.9523809523809523,Botlikh,botl1242,ре́шка,,"Alekseev, Azayev 2019",решка,r-'e-ʃ-k-a,rʲ-'e-ʃ-k-a,,
0.9523809523809523,Andi,andi1255,ручка,,Salimov 2010,ручка,r-u-tʃ-k-a,r-'u-tʃ-k-a,,
0.9523809523809523,Bagvalal,bagv1239,Р́УШКА,,Magomedova 2004,ручка,r-'u-ʃ-k-a,r-'u-tʃ-k-a,,
0.9523809523809523,Botlikh,botl1242,ру́мка,noun,"Saidova, Abusov 2012",рюмка,r-'u-m-k-a,rʲ-'u-m-k-a,,
0.9523809523809523,Botlikh,botl1242,сабе́с,,"Alekseev, Azayev 2019",собес,s-a-b-'e-s,s-a-bʲ-'e-s,,
0.9523809523809523,Botlikh,botl1242,ссукно́,,"Alekseev, Azayev 2019",сукно,s:-u-k-n-'o,s-u-k-n-'o,,
0.9523809523809523,Botlikh,botl1242,ссу́мка,noun,"Alekseev, Azayev 2019",сумка,s:-'u-m-k-a,s-'u-m-k-a,,
0.9523809523809523,Godoberi,ghod1238,СУ́МКЯ,,Saidova 2006,сумка,s-'u-m-kʲ-a,s-'u-m-k-a,,
0.9523809523809523,Botlikh,botl1242,такси́,,"Alekseev, Azayev 2019",такси,t-a-k-s-'i,t-a-k-sʲ-'i,,
0.9523809523809523,Botlikh,botl1242,те́нис,,"Alekseev, Azayev 2019",теннис,t-'e-n-i-s,t-'e-nʲ-i-s,,
0.9523809523809523,Botlikh,botl1242,ща́пка,,"Alekseev, Azayev 2019",фуражка,ʃ:-'a-p-k-a,ʃ-'a-p-k-a,,
0.9523809523809523,Bagvalal,bagv1239,ШÁРИК,,Magomedova 2004,шарик,ʃ-'a-r-i-k,ʃ-'a-rʲ-i-k,,
0.9523809523809523,Botlikh,botl1242,ша́рик,noun,"Alekseev, Azayev 2019",шарик,ʃ-'a-r-i-k,ʃ-'a-rʲ-i-k,,
0.9523809523809523,Botlikh,botl1242,ша́рик,noun,"Saidova, Abusov 2012",шарик,ʃ-'a-r-i-k,ʃ-'a-rʲ-i-k,,
0.9523809523809523,Bagvalal,bagv1239,ШИНÉЛ,,Magomedova 2004,шинель,ʃ-i-n-'e-l,ʃ-i-n-'e-lʲ,,
0.9523809523809523,Botlikh,botl1242,шине́л,noun,"Alekseev, Azayev 2019",шинель,ʃ-i-n-'e-l,ʃ-i-n-'e-lʲ,,
0.9523809523809523,Godoberi,ghod1238,ШИНÉЛ,,Saidova 2006,шинель,ʃ-i-n-'e-l,ʃ-i-n-'e-lʲ,,
0.9523809523809523,Botlikh,botl1242,йа́сл/и,noun,"Saidova, Abusov 2012",ясли,j-'a-s-l-i,j-'a-s-lʲ-i,,
0.9523809523809523,Botlikh,botl1242,йа́сли,noun,"Alekseev, Azayev 2019",ясли,j-'a-s-l-i,j-'a-s-lʲ-i,,
0.9545454545454546,Botlikh,botl1242,парапага́нда,noun,"Alekseev, Azayev 2019",пропаганда,p-a-r-a-p-a-g-'a-n-d-a,p-0-r-a-p-a-g-'a-n-d-a,,
0.9545454545454546,Botlikh,botl1242,ра́йиспалком,noun,"Saidova, Abusov 2012",райисполком,r-'a-j-i-s-p-a-l-k-o-m,r-a-j-i-s-p-a-l-k-'o-m,,
0.9565217391304348,Botlikh,botl1242,запрос,noun,"Alekseev, Azayev 2019",запрос,z-a-p-r-o-s,z-a-p-r-'o-s,,
0.9565217391304348,Botlikh,botl1242,заччо́т,noun,"Alekseev, Azayev 2019",зачёт,z-a-tʃ:-'o-t,z-a-tʃ-'o-t,,
0.9565217391304348,Botlikh,botl1242,касси́р,noun,"Alekseev, Azayev 2019",кассир,k-a-s:-'i-r,k-a-sʲ:-'i-r,,
0.9565217391304348,Botlikh,botl1242,касси́р,noun,"Saidova, Abusov 2012",кассир,k-a-s:-'i-r,k-a-sʲ:-'i-r,,
0.9565217391304348,Botlikh,botl1242,калцо́,noun,"Alekseev, Azayev 2019",кольцо,k-a-l-ts-'o,k-a-lʲ-ts-'o,,
0.9565217391304348,Bagvalal,bagv1239,КУПÉЦ,,Magomedova 2004,купец,k-u-p-'e-ts,k-u-pʲ-'e-ts,,
0.9565217391304348,Godoberi,ghod1238,ЛÓЧИК,,Saidova 2006,летчик,l-'o-tʃ-i-k,lʲ-'o-tʃ-i-k,,
0.9565217391304348,Karata-Tukita,kara1474,ЛО'ЧИК,,"Magomedova, Khalidova 2001",летчик,l-'o-tʃ-i-k,lʲ-'o-tʃ-i-k,,
0.9565217391304348,Botlikh,botl1242,лёчик,noun,"Alekseev, Azayev 2019",лётчик,lʲ-o-tʃ-i-k,lʲ-'o-tʃ-i-k,,
0.9565217391304348,Andi,andi1255,машина,,Salimov 2010,машина,m-a-ʃ-i-n-a,m-a-ʃ-'i-n-a,,
0.9565217391304348,Godoberi,ghod1238,РУ́ЧКЯ,,Saidova 2006,ручка,r-'u-tʃ-kʲ-a,r-'u-tʃ-k-a,,
0.9565217391304348,Chamalal,cham1309,САЛДАТ,noun I,Magomedova 1999,солдат,s-a-l-d-a-t,s-a-l-d-'a-t,,
0.9565217391304348,Godoberi,ghod1238,ЧАКЯ́Р,,Saidova 2006,Чакар,tʃ-a-kʲ-'a-r,tʃ-a-k-'a-r,,
0.9565217391304348,Bagvalal,bagv1239,ЩÓТКА,,Magomedova 2004,щетка,ʃ:-'o-t-k-a,ʃ:ʲ-'o-t-k-a,,
0.9565217391304348,Botlikh,botl1242,що́тк/а,noun,"Saidova, Abusov 2012",щётка,ʃ:-'o-t-k-a,ʃ:ʲ-'o-t-k-a,,
0.9565217391304348,Botlikh,botl1242,що́тка,noun,"Alekseev, Azayev 2019",щётка,ʃ:-'o-t-k-a,ʃ:ʲ-'o-t-k-a,,
0.9565217391304348,Botlikh,botl1242,йа́щур,noun,"Alekseev, Azayev 2019",ящур,j-'a-ʃ:-u-r,j-'a-ʃ:ʲ-u-r,,
0.9565217391304348,Botlikh,botl1242,йа́щур,noun,"Saidova, Abusov 2012",ящур,j-'a-ʃ:-u-r,j-'a-ʃ:ʲ-u-r,,
0.9565217391304348,Godoberi,ghod1238,ЙÁЩУР,,Saidova 2006,ящур,j-'a-ʃ:-u-r,j-'a-ʃ:ʲ-u-r,,
0.9583333333333334,Botlikh,botl1242,паракурату́ра,noun,"Alekseev, Azayev 2019",прокуратура,p-a-r-a-k-u-r-a-t-'u-r-a,p-0-r-a-k-u-r-a-t-'u-r-a,,
0.9583333333333334,Botlikh,botl1242,раскаладу́шка,,"Alekseev, Azayev 2019",раскладушка,r-a-s-k-a-l-a-d-'u-ʃ-k-a,r-a-s-k-0-l-a-d-'u-ʃ-k-a,,
0.96,Botlikh,botl1242,апте́ка,noun,"Alekseev, Azayev 2019",аптека,a-p-t-'e-k-a,a-p-tʲ-'e-k-a,,
0.96,Botlikh,botl1242,аре́нда,noun,"Saidova, Abusov 2012",аренда,a-r-'e-n-d-a,a-rʲ-'e-n-d-a,,
0.96,Botlikh,botl1242,арти́ст,noun,"Alekseev, Azayev 2019",артист,a-r-t-'i-s-t,a-r-tʲ-'i-s-t,,
